001##01 阿含部類 T01-02,25,33 etc.
001001##T0001-25 長阿含經 etc. T01
001001001##T0001 長阿含經22卷
017022004##JB276 不會禪師語錄
017022005##JB280 神鼎雲外澤禪師語錄
017022006##JB281 壇溪梓舟船禪師語錄
017022007##JB282 虛舟省禪師語錄
017022008##JB284 益州嵩山野竹禪師後錄
017022009##JB285 兜率不磷堅禪師語錄
017022010##JB286 攖寧靜禪師語錄
017022011##JB287 自閒覺禪師語錄
017022012##JB288 憨予暹禪師語錄
017022013##JB294 雲溪俍亭挺禪師語錄
017022014##JB298 屾峰憲禪師語錄
017022015##JB299 三峰藏和尚語錄
017022016##JB300 朝宗禪師語錄
017022017##JB301 南嶽繼起和尚語錄
017022018##JB303 燮雲璣禪師國清無畏堂語錄
017022019##JB305 國清大庾韜禪師語錄
017022020##JB306 內紹種禪師語錄
017022021##JB308 象崖珽禪師語錄
017022022##JB309 雲腹智禪師語錄
017022023##JB310 雲叟住禪師語錄
017022024##JB312 天界覺浪盛禪師嘉禾語錄
017022025##JB313 青原愚者智禪師語錄
017023##JB336-369 語錄別集(10) J35-36 南海寶象林慧弓詗禪師語錄 etc.
017023001##JB336 南海寶象林慧弓詗禪師語錄
017023002##JB337 寶持總禪師語錄
017023003##JB340 慧覺衣禪師語錄
017023004##JB341 佛語御禪師語錄
017023005##JB342 華嚴聖可禪師語錄
017023006##JB343 廣福山勝覺寺密印禪師語錄
017023007##JB345 蘇州竹庵衍禪師語錄
017023008##JB346 古林如禪師語錄
017023009##JB352 東山破峰重禪師語錄
017023010##JB353 雲幻宸禪師語錄
017023011##JB355 綠蘿恒秀林禪師語錄
017023012##JB356 奇然智禪師語錄
017023013##JB357 秀野林禪師語錄
017023014##JB358 智覃正禪師語錄
017023015##JB359 百愚禪師語錄
017023016##JB362 觀濤奇禪師語錄
017023017##JB363 文穆念禪師語錄
017023018##JB364 佛古聞禪師語錄
017023019##JB365 石璞質禪師語錄
017023020##JB366 大方禪師語錄
017023021##JB367 寂光豁禪師語錄
017023022##JB368 天台通玄寺獨朗禪師語錄
017023023##JB369 蔗菴範禪師語錄
017024##JB370-402 語錄別集(11) J37 草堂耨雲實禪師語錄 etc.
017024001##JB370 草堂耨雲實禪師語錄
017024002##JB371 佛冤禪師語錄
017024003##JB372 印心佛敏訥禪師語錄
017024004##JB383 憨休禪師語錄
017024005##JB386 遠菴[仁-二+豊]禪師語錄
017024006##JB387 古宿尊禪師語錄
017024007##JB388 神鼎一揆禪師語錄
017024008##JB389 洪山俞昭允汾禪師語錄
017024009##JB390 北京楚林禪師語錄
017024010##JB391 長目電禪師語錄
017024011##JB392 寒松操禪師語錄
017024012##JB393 華巖還初佛禪師語錄
017024013##JB394 翼菴禪師語錄
017024014##JB395 荊南內護國寺啟真誠禪師語錄
017024015##JB396 終南山蟠龍子肅禪師語錄
017024016##JB399 鶴林天樹植禪師語錄
017024017##JB400 知空蘊禪師語錄
017024018##JB401 浦峰長明炅禪師語錄
017024019##JB402 浦峰法柱棟禪師語錄
017025##JB406-434 語錄別集(12) J38 廬山天然禪師語錄 etc.
017025001##JB406 廬山天然禪師語錄
017025002##JB407 千山剩人禪師語錄
017025003##JB408 海幢阿字無禪師語錄
017025004##JB409 丹霞澹歸禪師語錄
017025005##JB410 蓮峰禪師語錄
017025006##JB411 德風禪師般若語錄
017025007##JB412 三塔主峰禪師語錄
017025008##JB413 黃蓮東巖禪師語錄
017025009##JB414 山鐸真在禪師語錄
017025010##JB415 大悲妙雲禪師語錄
017025011##JB417 天則能禪師語錄
017025012##JB418 晦嶽旭禪師語錄
017025013##JB419 華嚴不厭樂禪師語錄
017025014##JB420 三峰半水元禪師語錄
017025015##JB421 鶴峰禪師語錄
017025016##JB422 林我禪師語錄
017025017##JB423 石關禪師語錄
017025018##JB424 香嚴禪師語錄
017025019##JB427 青城竹浪生禪師語錄
017025020##JB428 密行忍禪師語錄
017025021##JB429 盛京奉天般若古林禪師語錄
017025022##JB430 玉泉其白富禪師語錄
017025023##JB431 雲峰體宗寧禪師語錄
017025024##JB432 幻住明禪師語錄
017025025##JB433 純備德禪師語錄
017025026##JB434 法幢遠禪師語錄
017026##JB435-471 語錄別集(13) J39 伏獅義公禪師語錄 etc.
017026001##JB435 伏獅義公禪師語錄
017026002##JB436 參同一揆禪師語錄
017026003##JB438 衡山禪師語錄
017026004##JB440 高峰喬松億禪師語錄
017026005##JB441 萬峰童真禪師語錄
017026006##JB442 大笑崇禪師語錄
017026007##JB443 玉眉亮禪師語錄
017026008##JB444 卓峰玨禪師語錄
017026009##JB446 靈隱文禪師語錄
017026010##JB447 東山梅溪度禪師語錄
017026011##JB448 靈機禪師語錄
017026012##JB449 祖亮啟禪師語錄
017026013##JB450 敏樹禪師語錄
017026014##JB451 赤松領禪師語錄
017026015##JB452 侶巖荷禪師語錄
017026016##JB453 元潔瑩禪師語錄
017026017##JB454 頻吉祥禪師語錄
017026018##JB455 通天逸叟高禪師語錄
017026019##JB456 通天澹崖原禪師語錄
017026020##JB457 白雲象林本真禪師語錄
017026021##JB459 香巖洗心水禪師語錄
017026022##JB460 灤州萬善暉州昊禪師語錄
017026023##JB461 性空臻禪師語錄
017026024##JB462 何一自禪師語錄
017026025##JB463 溈山古梅冽禪師語錄
017026026##JB464 華嚴起宗真禪師語錄
017026027##JB465 子雍如禪師語錄
017026028##JB466 山西柏山楷禪師語錄
017026029##JB468 善一純禪師語錄
017026030##JB469 善權位禪師語錄
017026031##JB470 天一悅禪師語錄
017026032##JB471 空谷道澄禪師語錄
017027##JB472-494 語錄別集(14) J40 大博乾禪師語錄 etc.
017027001##JB472 大博乾禪師語錄
017027002##JB473 盤山朗空順禪師語錄
017027003##JB474 盤山了宗禪師語錄
017027004##JB475 逕庭宗禪師語錄
017027005##JB476 別牧純禪師語錄
017027006##JB477 天翼翔禪師語錄
017027007##JB478 雲山燕居申禪師語錄
017027008##JB479 昭覺竹峰續禪師語錄
017027009##JB483 竺峰敏禪師語錄
017027010##JB485 普門顯禪師語錄
017027011##JB486 鑑堂一禪師語錄
017027012##JB487 翠崖必禪師語錄
017027013##JB488 斗南暐禪師語錄
017027014##JB490 博山粟如瀚禪師語錄
017027015##JB492 萬峰和尚語錄
017027016##JB493 磬山牧亭樸夫拙禪師語錄
017027017##JB494 雨山和尚語錄
017028##L1637-52 語錄別集(15) L153-58 幻有傳禪師語錄 etc.
017028001##L1637 幻有傳禪師語錄
017028002##L1638a 雪嶠信禪師語錄 (1-6 / 7-10)
017028003##L1638b 雪嶠信禪師語錄 (1-6 / 7-10)
017028004##L1639 天隱修禪師語錄
017028005##L1640 密雲怡禪師語錄
017028006##L1641 大覺普濟能仁琇國師語錄
017028007##L1642 明道正覺森禪師語錄
017028008##L1643 弘覺忞禪師語錄
017028009##L1649 山茨際禪師語錄
017028010##L1652 明覺聰禪師語錄
018##18 史傳部類 T47,49-52,54, X02,53,75-88 etc.
018001##T2026-27 結集史 T49
018001001##T2026 撰集三藏及雜藏傳1卷
018001002##T2027 迦葉結經1卷
018002##T2028-30, X0207 法住法滅史 T49, X02
018002001##T2028 迦丁比丘說當來變經1卷
018002002##T2029 佛使比丘迦旃延說法沒盡偈百二十章1卷
018002003##T2030 大阿羅漢難提蜜多羅所說法住記1卷
018002004##X0207 十六大羅漢因果識見頌
018003##T2031-33 部派史 T49／疏 X53
018003001##T2031 異部宗輪論／疏 X53
018003001001##T2031 異部宗輪論1卷
018003001002##X0844 異部宗輪論疏述記
018003002##T2032 十八部論1卷
018003003##T2033 部執異論1卷
018004##T2034-39, X1512-13,15-17,21,1668,71 佛教史 T49, X75-77,88
018004001##T2034 歷代三寶紀15卷
018004002##T2035 佛祖統紀54卷
018004003##T2036 佛祖歷代通載22卷
018004004##T2037 釋氏稽古略4卷
018004005##T2038 釋鑑稽古略續集3卷
018004006##T2039 三國遺事5卷
018004007##X1512 隆興編年通論
018004008##X1513 釋門正統
018004009##X1515 續佛祖統紀
018004010##X1516 釋氏通鑑
018004011##X1517 歷朝釋氏資鑑
018004012##X1521 (古今圖書集成)釋教部彙考
018004013##X1668 西藏剌麻溯源
018004014##X1671 東國僧尼錄
018005##T2040-41, X1508-11 釋迦史傳 T50, X75
018005001##T2040 釋迦譜5卷
018005002##T2041 釋迦氏譜1卷
018005003##X1508 釋迦如來成道記
018005004##X1509 釋迦如來成道記註
018005005##X1510 釋迦如來行蹟頌
018005006##X1511 釋迦如來應化錄
018006##T2042-45 阿育王傳
018006001##T2042 阿育王傳7卷
018006002##T2043 阿育王經10卷
018006003##T2044 天尊說阿育王譬喻經1卷
018006004##T2045 阿育王息壞目因緣經1卷
018007##T2046-49 印度祖師傳
018007001##T2046 馬鳴菩薩傳1卷
018007002##T2047a 龍樹菩薩傳1卷
018007003##T2047b 龍樹菩薩傳1卷
018007004##T2048 提婆菩薩傳1卷
018007005##T2049 婆藪槃豆法師傳1卷
018008##T2050-57, X1651,54-55 中國祖師傳 T50, X88
018008001##T2050 隋天台智者大師別傳1卷
018008002##T2051 唐護法沙門法琳別傳3卷
018008003##T2052 大唐故三藏玄奘法師行狀1卷
018008004##T2053 大唐大慈恩寺三藏法師傳10卷
018008005##T2054 唐大薦福寺故寺主翻經大德法藏和尚傳1卷
018008006##T2055 玄宗朝翻經三藏善無畏贈鴻臚卿行狀1卷
018008007##T2056 大唐故大德贈司空大辨正廣智不空三藏行狀1卷
018008008##T2057 大唐青龍寺三朝供奉大德行狀1卷
018008009##X1651 玄奘三藏師資傳叢書
018008010##X1654 惠果和尚行狀
018008011##X1655 得依釋序文緣起
018009##T2058 付法藏因緣傳6卷
018010##T2059-66,2126, X1522-24,26-27 高僧傳 T50-51,54, X77
018010001##T2059 高僧傳14卷
018010002##T2060 續高僧傳30卷
018010003##T2061 宋高僧傳30卷
018010004##T2062 大明高僧傳8卷
018010005##T2063 比丘尼傳4卷
018010006##T2064 神僧傳9卷
018010007##T2065 海東高僧傳2卷
018010008##T2066 大唐西域求法高僧傳2卷
018010009##T2126 大宋僧史略3卷
018010010##X1522 新修科分六學僧傳
018010011##X1523 名僧傳抄
018010012##X1524 補續高僧傳
018010013##X1526 武林西湖高僧事略
018010014##X1527 續武林西湖高僧事略
018011##T2067-69, X1535,39-42 法華天台傳 T51, X77-78
018011001##T2067 弘贊法華傳10卷
018011002##T2068 法華傳記10卷
018011003##T2069 天台九祖傳1卷
018011004##X1535 智者大師別傳註
018011005##X1539 法華靈驗傳
018011006##X1540 法華經顯應錄
018011007##X1541 法華經持驗記
018011008##X1542 觀音經持驗記
018012##T2070-72, X1543,46-47,49-52 淨土往生傳 T51, X78
018012001##T2070 往生西方淨土瑞應傳1卷
018012002##T2071 淨土往生傳3卷
018012003##T2072 往生集3卷
018012004##X1543 東林十八高賢傳
018012005##X1546 新修往生傳
018012006##X1547 諸上善人詠
018012007##X1549 淨土聖賢錄
018012008##X1550 淨土聖賢錄續編
018012009##X1551 西舫彙征
018012010##X1552 修西聞見錄
018013##T2073-74, X1530,32-34 華嚴經傳 T51, X77
018013001##T2073 華嚴經傳記5卷
018013002##T2074 大方廣佛華嚴經感應傳1卷
018013003##X1530 法界宗五祖略記
018013004##X1532 華嚴經感應略記
018013005##X1533 華嚴感應緣起傳
018013006##X1534 華嚴經持驗記
018014##T2075-80,1998B, X1553-1622, JB125 禪宗傳 T51,47, X78-87, J23, P154-55
018014001##T1998B, X1563,1575-77,1610-15, P1519 宋元禪宗史傳
018014001001##X1563 大光明藏3卷
018014001002##X1575=T1998B 大慧宗門武庫 (1卷)
018014001002001##T1998B 大慧宗門武庫1卷
018014001003##X1576 雪堂行拾遺錄1卷
018014001004##X1577 羅湖野錄2卷
018014001005##X1610 雲臥紀譚(二卷附雲臥菴主書一卷)
018014001006##X1611 叢林盛事2卷
018014001007##X1612 人天寶鑑1卷
018014001008##X1613 枯崖漫錄3卷
018014001009##X1614 禪苑蒙求瑤林3卷
018014001010##X1615 禪苑蒙求拾遺1卷
018014001011##P1519a 宗門統要正續集 (1-12 / 13-20)
018014001012##P1519b 宗門統要正續集 (1-12 / 13-20)
018014002##T2075 歷代法寶記1卷
018014003##T2076, X1553-59,64-66,93 五燈時期燈錄
018014003001##T2076 景德傳燈錄30卷
018014003002##X1553 天聖廣燈錄31卷
018014003003##X1554 五家正宗贊(4卷)
018014003004##X1555-56 建中靖國續燈錄
018014003004001##X1555 建中靖國續燈錄目錄3卷
018014003004002##X1556 建中靖國續燈錄30卷
018014003005##X1557 聯燈會要31卷
018014003006##X1558-9 嘉泰普燈錄
018014003006001##X1558 嘉泰普燈錄總目錄3卷
018014003006002##X1559 嘉泰普燈錄30卷
018014003007##X1564-66,93 五燈會元 etc.
018014003007001##X1564 五燈會元目錄2卷
018014003007002##X1565 五燈會元20卷
018014003007003##X1566 五燈會元續略8卷
018014003007004##X1593 禪宗正&CB00160;10卷
018014004##T2077, X1567-74,78-80,82-92,1605,07,09 五燈以後燈錄
018014004001##T2077, X1572-74 續傳燈錄
018014004001001##X1572 續傳燈錄目錄3卷
018014004001002##X1573=T2077 續傳燈錄 (36卷)
018014004001002001##T2077 續傳燈錄36卷
018014004001003##X1574 增集續傳燈錄6卷
018014004002##X1567-9 五燈嚴統 etc.
018014004002001##X1567 五燈嚴統目錄2卷
018014004002002##X1568a 五燈嚴統001-009卷
018014004002003##X1568b 五燈嚴統010-025卷
018014004002004##X1569 五燈嚴統解惑編1卷
018014004003##X1570-71 五燈全書
018014004003001##X1570 五燈全書目錄
018014004003002##X1571a 五燈全書001-033卷
018014004003003##X1571b 五燈全書034-120卷
018014004004##X1578-79,92 指月錄 etc.
018014004004001##X1578 指月錄32卷
018014004004002##X1579 續指月錄21卷
018014004004003##X1592 [打-丁+音]黑豆集9卷
018014004005##X1580 教外別傳16卷
018014004006##X1582-83 續燈正統 etc.
018014004006001##X1582 續燈正統目錄1卷
018014004006002##X1583 續燈正統(42卷)
018014004007##X1584-85 續燈存稿
018014004007001##X1584 續燈存稿目錄1卷
018014004007002##X1585 續燈存稿12卷
018014004008##X1586-88 正源略集 etc.
018014004008001##X1586 正源略集目錄1卷
018014004008002##X1587 正源略集
018014004008003##X1588 正源略集補遺1卷
018014004009##X1589-91,1609 地方燈錄
018014004009001##X1589-90 錦江禪燈
018014004009001001##X1589 錦江禪燈目錄1卷
018014004009001002##X1590 錦江禪燈20卷
018014004009002##X1591 黔南會燈錄
018014004009003##X1609 普陀列祖錄1卷
018014004010##X1605 繼燈錄7卷
018014004011##X1607 居士分燈錄(2卷附補遺一卷)
018014005##T2078-80 傳法正宗記 etc.
018014005001##T2078 傳法正宗記9卷
018014005002##T2079 傳法正宗定祖圖1卷
018014005003##T2080 傳法正宗論2卷
018014006##X1560-62 禪林僧寶傳
018014006001##X1560 禪林僧寶傳(三十卷附慶老撰補禪林僧寶傳一卷)
018014006002##X1561 僧寶正續傳7卷
018014006003##X1562 南宋元明禪林僧寶傳15卷
018014007##X1581,1606,08,1616-21, JB125 明清禪宗史傳
018014007001##X1581 皇明名僧輯略
018014007002##X1606 建州弘釋錄2卷
018014007003##X1608 八十八祖道影傳贊(北卷並卷首及附錄各一卷)
018014007004##X1616 山菴雜錄2卷
018014007005##X1617 正宗心印後續聯芳1卷
018014007006##X1618 祖庭指南2卷
018014007007##X1619 先覺集2卷
018014007008##X1620 先覺宗乘5卷
018014007009##X1621 優婆夷志1卷
018014007010##JB125 先覺宗乘（選錄）
018014008##X1594-95,1600 佛祖綱目編年
018014008001##X1594 佛祖綱目(北十二卷)
018014008002##X1595 佛祖正傳古今捷錄並拈鉤1卷
018014008003##X1600 宗統編年33卷
018014009##X1596-99 各別傳記
018014009001##X1596 南嶽單傳記1卷
018014009002##X1597 定應大師布袋和奇傳2卷
018014009003##X1598 曹溪大師別傳1卷
018014009004##X1599 永明道蹟1卷
018014010##X1601-04 禪門宗派世譜
018014010001##X1601 禪燈世譜9卷
018014010002##X1602 佛祖宗派世譜
018014010003##X1603 緇門世譜1卷
018014010004##X1604 法門鋤宄1卷
018014011##X1622 朝鮮禪教考1卷
018015##T2081 兩部大法相承師資付法記2卷
018016##T2082-84 冥報感應記 T51
018016001##T2082 冥報記3卷
018016002##T2083 釋門自鏡錄2卷
018016003##T2084 三寶感應要略錄3卷
018017##T2085-91,2125 西域記 T51,54
018017001##T2085 高僧法顯傳1卷
018017002##T2086 北魏僧惠生使西域記1卷
018017003##T2087 大唐西域記12卷
018017004##T2088 釋迦方志2卷
018017005##T2089 遊方記抄1卷
018017006##T2090 釋迦牟尼如來像法滅盡之記1卷
018017007##T2091 燉煌錄1卷
018017008##T2125 南海寄歸內法傳4卷
018018##T2092-101 中土寺記 T51
018018001##T2092 洛陽伽藍記5卷
018018002##T2093 寺塔記1卷
018018003##T2094 梁京寺記1卷
018018004##T2095 廬山記5卷
018018005##T2096 天台山記1卷
018018006##T2097 南嶽總勝集3卷
018018007##T2098 古清涼傳2卷
018018008##T2099 廣清涼傳3卷
018018009##T2100 續清涼傳2卷
018018010##T2101 補陀洛迦山傳1卷
018019##T2102-5,8-18 護教辯論 T52
018019001##T2102-03 弘明集
018019001001##T2102 弘明集14卷
018019001002##T2103 廣弘明集30卷
018019002##T2104-05 佛道論衡
018019002001##T2104 集古今佛道論衡4卷
018019002002##T2105 續集古今佛道論衡1卷
018019003##T2108 集沙門不應拜俗等事6卷
018019004##T2109 破邪論2卷
018019005##T2110 辯正論8卷
018019006##T2111 十門辯惑論3卷
018019007##T2112 甄正論3卷
018019008##T2113 北山錄10卷
018019009##T2114 護法論1卷
018019010##T2115 鐔津文集19卷
018019011##T2116 辯偽錄5卷
018019012##T2117 三教平心論2卷
018019013##T2118 折疑論5卷
018020##T2106-7 三寶感通錄 T52
018020001##T2106 集神州三寶感通錄3卷
018020002##T2107 道宣律師感通錄1卷
018021##T2119-20 上表記 T52
018021001##T2119 寺沙門玄奘上表記1卷
018021002##T2120 代宗朝贈司空大辨正廣智三藏和上表制集6卷
018022##X1623-28,40-45,48-49,56,58,66-67 雜傳 X87-88
018022001##X1623 釋氏蒙求,(二卷),靈操撰
018022002##X1624 林間錄,(二卷),宋．慧洪集
018022003##X1625 林間錄後集,(一卷),宋．慧洪集
018022004##X1626 高僧摘要,(四卷),清．徐昌治編輯
018022005##X1627 緇門崇行錄,(一卷),明．袾宏輯
018022006##X1628 佛法金湯編,(十六卷),明．心泰編
018022007##X1640 心性罪福因緣集
018022008##X1641 見聞錄
018022009##X1642 現果隨錄
018022010##X1643 兜率龜鏡集
018022011##X1644 觀音慈林集
018022012##X1645 六道集
018022013##X1648 冥報記輯書
018022014##X1649 名公法喜志
018022015##X1656 伯亭大師傳記總帙
018022016##X1658 重編諸天傳
018022017##X1666 佛祖心燈
018022018##X1667 宗教律諸宗演派
018023##X1629-38,60-61 感應神異傳 X87-88
018023001##X1629 金剛般若經集驗記,(三卷附拾遺),唐．孟獻忠撰
018023002##X1630 金剛經鳩異,(一卷),唐．段成式撰
018023003##X1631 金剛經受持感應錄,(二卷摘錄宋太平廣記報應部),
018023004##X1632 金剛經感應傳,(一卷),
018023005##X1633 金剛經新異錄,(一卷),明．王起隆輯著
018023006##X1634 金剛經靈驗傳,(三卷),日本．淨慧集
018023007##X1635 金剛經持驗記,(二卷),清．周克復纂
018023008##X1636 金剛經感應分類輯要,(一卷),清．王澤泩編集
018023009##X1638 地藏菩薩像靈驗記,(卷一),宋．常謹集
018023010##X1660 (古今圖書集成)神異典二氏部彙考
018023011##X1661 (古今圖書集成)神異典釋教部紀事
018024##X1646,57 居士善女傳 X88
018024001##X1646 居士傳
018024002##X1657 善女人傳
019##19 事彙部類 T53-55,85, X65,68 etc.
019001##T2121-24,27-36 etc. 事彙部 T53-54,85, X65,68, J19,21, C056-057,059,073, A091, K32,34-35, P178-79, G083, L164
019001001##T2121-24,27 etc. 百科辭書 T53-54a, J21, P181-183,189-193, L162
019001001001##T2121 經律異相 50卷
019001001002##T2122 法苑珠林 100卷
019001001003##T2123 諸經要集 19卷
019001001004##T2124 法門名義集 1卷
019001001005##T2127 釋氏要覽 3卷
019001001006##JB109 大藏一覽
019001001007##P1615a 大明三藏法數  (1-13 / 14-35 / 36-38)
019001001008##P1615b 大明三藏法數 (1-13 / 14-35 / 36-38)
019001001009##P1615c 大明三藏法數 (1-13 / 14-35 / 36-38)
019001001010##P1630 教乘法數（選錄序文）
019001001011##L1666 重訂教乘法數（選錄序文）
019001002##T2128-29 etc. 音義 T54b, J19, C056-057,059, A091, K32,34-35
019001002001##C1163a 一切經音義 (1-15)
019001002002##C1163b 一切經音義 (16-25)
019001002003##A1066 新譯大方廣佛華嚴經音義
019001002004##K1064 新譯大方廣佛華嚴經音義
019001002005##T2128 一切經音義
019001002006##T2129 續一切經音義 10卷
019001002007##K1257a 新集藏經音義隨函錄 (1-12)
019001002008##K1257b 新集藏經音義隨函錄 (13-30)
019001002009##C1169 紹興重雕大藏音
019001002010##JB048 北京五大部直音會韻
019001003##T2130-36 梵語集 T54b
019001003001##T2130 翻梵語 10卷
019001003002##T2131 翻譯名義集 1卷
019001003003##T2132 悉曇字記 1卷
019001003004##T2133A 梵語千字文 1卷
019001003005##T2133B 梵語千字文(別本．1卷) 【唐 義淨撰】 1卷
019001003006##T2134 唐梵文字 1卷
019001003007##T2135 梵語雜名 1卷
019001003008##T2136 唐梵兩語雙對集 1卷
019001004##T2817-22,25 經要古逸部 T85
019001004001##T2817 大乘經纂要義 1卷
019001004002##T2818 大乘二十二問本 1卷
019001004003##T2819 諸經要抄 1卷
019001004004##T2820 菩薩藏修道眾經抄卷第十二 12卷
019001004005##T2821 諸經要略文 1卷
019001004006##T2822 大乘要語 1卷
019001004007##T2825 真言要決卷第一．第三 3卷
019001005##T2841-56 禮懺文類古逸部 T85
019001005001##T2841 大佛略懺 1卷
019001005002##T2842 印沙佛文 1卷
019001005003##T2843 大悲啟請 1卷
019001005004##T2844 文殊師利菩薩無相十禮 1卷
019001005005##T2845 押座文類 1卷
019001005006##T2846 祈願文 1卷
019001005007##T2847 祈願文 1卷
019001005008##T2848 回向文 1卷
019001005009##T2849 大乘四齋日 1卷
019001005010##T2850 地藏菩薩十齋日 1卷
019001005011##T2851 和菩薩戒文 1卷
019001005012##T2852 入布薩堂說偈文等 1卷
019001005013##T2853 布薩文等 1卷
019001005014##T2854 禮懺文 1卷
019001005015##T2855 禮懺文 1卷
019001005016##T2856 禮懺文 1卷
019001006##T2857-64 變文等雜類古逸部 T85
019001006001##T2857 索法號義●諷誦文 1卷
019001006002##T2858 大目乾連冥間救母變文并圖 1卷
019001006003##T2859 惠遠外傳 1卷
019001006004##T2860 府君存惠傳 1卷
019001006005##T2861 泉州千佛新著諸祖師頌 1卷
019001006006##T2862 大蕃沙洲釋門教法和尚洪●修功德記 1卷
019001006007##T2863 王梵志詩集 1卷
019001006008##T2864 進旨 1卷
019001007##K1258 etc. 御製文集 K35, C073, P178-79, G083, X65,68, L164
019001007001##宋太宗
019001007001001##K1258 御製蓮華心輪迴文偈頌
019001007001002##K1259 御製秘藏詮
019001007001003##K1260 御製逍遙詠
019001007001004##K1261 御製緣識
019001007001005##C1679 御製佛賦
019001007001006##C1680 御製詮源歌
019001007002##明太宗
019001007002001##P1610 大明太宗文皇帝御製序讚文
019001007002002##P1611a 諸佛世尊如來菩薩尊者神僧名經 (1-29 / 30-40)
019001007002003##P1611b 諸佛世尊如來菩薩尊者神僧名經 (1-29 / 30-40)
019001007002004##P1612a 諸佛世尊如來菩薩尊者名稱歌曲 (1-18 / 19-50 / 51)
019001007002005##P1612b 諸佛世尊如來菩薩尊者名稱歌曲 (1-18 / 19-50 / 51)
019001007002006##P1612c 諸佛世尊如來菩薩尊者名稱歌曲 (1-18 / 19-50 / 51)
019001007002007##G2073 大明太宗文皇帝御製文殊讚
019001007002008##G2075 御製釋迦牟尼佛讚
019001007003##清世宗
019001007003001##X1281 御製揀魔辨異錄,(八卷),清．世宗皇帝製
019001007003002##X1319 御選語錄,(十九卷),清．世宗皇帝御選
019001007003003##L1668 御錄宗鏡大綱
019001007003004##L1669 御錄經海一滴
019002##T2137-44 etc. 外教部 T54b, L153, F29
019002001##T2137-38 數論、勝論
019002001001##T2137 金七十論 3卷
019002001002##T2138 勝宗十句義論 1卷
019002002##T2139 etc. 道教
019002002001##T2139 老子化胡經(第一、第十) 【】 10卷
019002002002##L1636 莊子內篇註
019002002003##F1098 高上玉皇本行集經髓
019002002004##F1099 無上玉皇心印經
019002003##T2140-41 摩尼教
019002003001##T2140 摩尼教下部讚 1卷
019002003002##T2141A 摩尼光佛教法儀略 1卷
019002003003##T2141B 波斯教殘經 1卷
019002004##T2142-44 景教
019002004001##T2142 序聽迷詩所經 1卷
019002004002##T2143 景教三威蒙度讚 1卷
019002004003##T2144 大秦景教流行中國碑頌 1卷
019003##T2145-84, JB271 目錄部 T55, J31-32, A097-098,110-112, L143, C106, K38
019003001##T2145-58 etc.中國譯經目錄
019003001001##T2145 出三藏記集 15卷
019003001002##T2146-48 眾經目錄
019003001002001##T2146 眾經目錄 7卷
019003001002002##T2147 眾經目錄 5卷
019003001002003##T2148 眾經目錄 5卷
019003001003##T2149-50 道宣錄
019003001003001##T2149 大唐內典錄 8卷
019003001003002##T2150 續大唐內典錄 1卷
019003001004##T2151-52 古今譯經圖紀
019003001004001##T2151 古今譯經圖紀 4卷
019003001004002##T2152 續古今譯經圖紀 1卷
019003001005##T2153 大周刊定眾經目錄 15卷
019003001006##T2154-55 開元釋教錄
019003001006001##T2154 開元釋教錄 20卷
019003001006002##T2155 開元釋教錄略出 4卷
019003001006003##A1276a 大唐開元釋教廣品歷章 (3-4卷)
019003001006004##A1276b 大唐開元釋教廣品歷章 (5-10,12-20卷)
019003001007##T2156-58 貞元錄
019003001007001##T2156 大唐貞元續開元釋教錄 3卷
019003001007002##T2157 貞元新定釋教目錄 30卷
019003001007003##T2158 續貞元釋教錄 1卷
019003001008##A1499 天聖釋教總錄
019003001009##A1501a 大中祥符法寶錄 (3-8,10-12卷)
019003001010##A1501b 大中祥符法寶錄 (13-18,20卷)
019003001011##A1502 景祐新修法寶錄
019003001012##L1608 大藏聖教法寶標目
019003001013##C1937 大明重刊三藏聖教目錄
019003001014##JB271a 閱藏知津001-005卷
019003001015##JB271b 閱藏知津006-044卷
019003002##T2159-75 日本求法目錄
019003002001##T2159-60 最澄目錄
019003002001001##T2159 傳教大師將來台州錄 1卷
019003002001002##T2160 傳教大師將來越州錄 1卷
019003002002##T2161 御請來目錄 1卷
019003002003##T2162 根本大和尚真跡策子等目錄 1卷
019003002004##T2163 常曉和尚請來目錄 1卷
019003002005##T2164 靈巖寺和尚請來法門道具等目錄 1卷
019003002006##T2165-67 圓仁目錄
019003002006001##T2165 日本國承和五年入唐求法目錄 1卷
019003002006002##T2166 慈覺大師在唐送進錄 1卷
019003002006003##T2167 入唐新求聖教目錄 1卷
019003002007##T2168A 惠運禪師將來教法目錄 1卷
019003002008##T2168B 惠運律師書目錄 1卷
019003002009##T2169-73 圓珍目錄
019003002009001##T2169 開元寺求得經疏記等目錄 1卷
019003002009002##T2170 福州溫州台州求得經律論疏記外書等目錄 1卷
019003002009003##T2171 青龍寺求法目錄 1卷
019003002009004##T2172 日本比丘圓珍入唐求法目錄 1卷
019003002009005##T2173 智證大師請來目錄 1卷
019003002010##T2174A 新書寫請來法門等目錄 1卷
019003002011##T2174B 禪林寺宗叡僧正目錄 1卷
019003002012##T2175 錄外經等目錄 1卷
019003003##T2176-84 etc. 日本高麗諸宗目錄
019003003001##T2176 諸阿闍梨真言密教部類總錄 2卷
019003003002##T2177 華嚴宗章疏并因明錄 1卷
019003003003##T2178 天台宗章疏 1卷
019003003004##T2179 三論宗章疏 1卷
019003003005##T2180 法相宗章疏 1卷
