001##X01
001001##X0001 圓覺經佚文
062039##X1208 唯心集,(1卷),清．乘戒著
062040##X1209 影響集,(1卷),清．尼量海著
062041##X1210 二林唱和詩,(1卷),清．彭紹升集
062042##X1211 觀河集節鈔,(1卷),清．彭紹升著　弟子節鈔
062043##X1212 測海集節鈔,(1卷),清．彭紹升著　弟子節鈔
062044##X1213 瓊樓吟稿節鈔,(1卷),清．陶善著　弟子節鈔
062045##X1214 蓮修必讀,(1卷),清．觀如輯
062046##X1215 普能嵩禪師淨土詩,(1卷),清．德潤錄
062047##X1216 淨土救生船詩,(1卷),清．寬量集
063##X63
063001##X1217 菩提達磨大師略辨大乘入道四行觀,(一卷附達磨大師碑頌),梁．菩提達磨說
063002##X1218 達磨大師血[月*永]論,(1卷),梁．菩提達磨述
063003##X1219 達磨大師悟性論,(1卷),梁．菩提達磨述
063004##X1220 達磨大師破相論,(1卷),梁．菩提達磨述
063005##X1221=T2011 最上乘論(1卷)
063005001##T2011 最上乘論,(1卷),唐．弘忍述
063006##X1222 修禪要訣,(1卷),北天竺．覺愛略說　唐．明恂隨錄、慧智傳譯
063007##X1223 頓悟入道要門論,(1卷),唐．慧海撰
063008##X1224 諸方門人參問語錄,(一卷附達磨大師安心法門),唐．慧海撰
063009##X1225 中華傳心地禪門師資承襲圖,(1卷),唐．裴休問　宗密答
063010##X1226 宗門十規論,(1卷),唐．文益撰
063011##X1227=T2017 萬善同歸集(6卷)
063011001##T2017 萬善同歸集,(6卷),宋．延壽述
063012##X1228=T2018 唯心訣(1卷)
063012001##T2018 唯心訣,(1卷),宋．延壽撰
063013##X1229 定慧相資歌,(1卷),宋．延壽撰
063014##X1230 警世,(1卷),宋．延壽撰
063015##X1231 心賦注,(4卷),宋．延壽述
063016##X1232 智覺禪師自行錄,(1卷),宋．文[冰-水+中](重校編集)
063017##X1233 祇園正儀,(1卷),宋．道楷撰
063018##X1234 臨濟宗旨,(1卷),宋．慧洪撰
063019##X1235 智證傳,(十卷今合為一卷附寶鏡三昧),宋．慧洪撰　覺慈編
063020##X1236 (重編)曹洞五位顯訣,(3卷),宋．慧霞編　廣輝釋
063021##X1237 寶鏡三昧本義,(1卷),清．行策述
063022##X1238 寶鏡三昧原宗辨謬說,(1卷),清．淨訥述
063023##X1239 溈山警策註,(1卷),宋．守遂註
063024##X1240 溈山警策句釋記,(2卷),明．弘贊註　開詗記
063025##X1241 證道歌註,(1卷),宋．彥琪註
063026##X1242 永嘉禪宗集註,(2卷),明．傳燈重編並註
063027##X1243=T2025 [來*力]修百丈清規(8卷)
063027001##T2025 [來*力]修百丈清規,(8卷),元．德煇奉[來*力]重編　大訢奉[來*力]校正
063028##X1244 百丈清規證義記,(10卷),清．儀潤證義
063029##X1245 (重雕補註)禪苑清規,(十卷附新添濾水法一卷),宋．宗賾集
063030##X1246 入眾日用,(1卷),宋．宗壽集
063031##X1247 入眾須知,(1卷),
063032##X1248 幻住庵清規,(一卷附開甘露門),元．明本著
063033##X1249 叢林校定清規總要,(2卷),宋．惟勉編次
063034##X1250 禪林備用清規,(10卷),元．弋咸編
063035##X1251 叢林兩序須知,(1卷),明．通容述
063036##X1252 禪林疏語考證,(4卷),明．元賢集
063037##X1253 初學記,(1卷),元．清覺述　道安注
063038##X1254 正行集,(1卷),元．清覺述
063039##X1255 禪家龜鑑,(1卷),朝鮮．退隱述
063040##X1256 宗門玄鑑圖,(1卷),明．[虎-儿+丘]一撰
063041##X1257 博山參禪警語,(2卷),明．元來說　成正集
063042##X1258 禪宗直指,(一卷出傳家寶),明．石成金著
063043##X1259 禪門鍛鍊說,(1卷),明．戒顯著
064##X64
064001##X1260 列祖提綱錄,(四十二卷),清．行悅集
064002##X1261 祖庭事苑,(8卷),宋．善卿編正
064003##X1262 禪林寶訓音義,(1卷),明．大建較
064004##X1263 禪林寶訓合註,(4卷),清．張文嘉較定　張文憲參閱
064005##X1264 禪林寶訓拈頌,(1卷),清．行盛著　超記錄
064006##X1265 禪林寶訓順硃,(4卷),清．德玉順硃
064007##X1266 禪林寶訓筆說,(三卷附張照撰心賦),清．智祥述
064008##X1267=T2006 人天眼目(6卷)
064008001##T2006 人天眼目,(6卷),宋．智昭集
064009##X1268 叢林公論,(1卷),宋．惠彬述
064010##X1269 十牛圖頌,(1卷),宋．慈遠述
064011##X1270 十牛圖頌,(1卷),明．胡文煥著
064012##X1271 十牛圖和頌,(1卷),
064013##X1272=T2009 少室六門集(1卷)
064013001##T2009 少室六門集,(一卷唯載第一門心經頌與第三門二種入耳),
064014##X1273=T2019AB 真心直說(1卷)
064014001##T2019A 真心直說,(1卷),
064014002##T2019B 真心直說,(1卷),
064015##X1274=T2020 高麗國普照禪師修心訣(1卷)
064015001##T2020 高麗國普照禪師修心訣,(1卷),高麗．普照述
064016##X1275=T2021 禪宗決疑集(1卷)
064016001##T2021 禪宗決疑集,(1卷),元．智徹述
064017##X1276 禪門寶藏錄,(3卷),高麗．天[正*頁]撰
065##X65
065001##X1277 高峰龍泉院因師集賢語錄,(十五卷),元．如瑛編
065002##X1278 禪宗雜毒海,(8卷),清．性音重編
065003##X1279 五宗原,(一卷附濟宗頌語),明．法藏著
065004##X1280 闢妄救略說,(10卷),明．圓悟著　真啟編
065005##X1281 御製揀魔辨異錄,(8卷),清．世宗皇帝製
065006##X1282 五家宗旨纂要,(3卷),清．性統編
065007##X1283 宗範,(2卷),清．錢伊庵編輯
065008##X1284=T2024 禪關策進(1卷)
065008001##T2024 禪關策進,(一卷出雲樓法彙第十四),明．袾宏輯
065009##X1285 慨古錄,(1卷),明．圓澄著
065010##X1286 祖庭鉗鎚錄,(二卷宗門雜錄附),明．通容輯著
065011##X1287 千松筆記,(1卷),明．大韶著
065012##X1288 萬法歸心錄,(3卷),清．超溟著
065013##X1289 禪宗指掌,(1卷),清．行海述
065014##X1290 觀心玄樞,(卷一),宋．延壽撰
065015##X1291 證道歌頌,(1卷),宋．法泉繼頌
065016##X1292 證道歌註,(1卷),宋．知訥述
065017##X1293 證道歌註,(1卷),元．永盛述　德弘編
065018##X1294 溈山警策註,(1卷),明．大香註
065019##X1295 禪宗頌古聯珠通集,(四十卷),宋．法應集　元．普會續集
066##X66
066001##X1296 宗門拈古彙集,(四十六卷),清．淨符彙集
066002##X1297 宗鑑法林,(七十三卷),清．集雲堂編
066003##X1298 禪門諸祖師偈頌,(2卷),宋．子昇錄　如祐錄
067##X67
067001##X1299 禪林類聚,(20卷),元．道泰集
067002##X1300=T2003 碧巖集(10卷)
067002001##T2003 碧巖集,(10卷),宋．重顯頌古　克勤評唱
067003##X1301 佛果擊節錄,(2卷),宋．重顯拈古　克勤擊節
067004##X1302 [橩-木]絕老人天奇直註雪竇顯和尚頌古,(2卷),明．本瑞直註　道霖性福編集
067005##X1303 林泉老人評唱投子青和尚頌古空谷集,(6卷),宋．義青頌古　元．從倫評唱
067006##X1304 林泉老人評唱丹霞淳禪師頌古[虎-儿+丘]堂集,(6卷),宋．子淳頌古　元．行倫評唱
067007##X1305=T2004 萬松老人評唱天童覺和尚頌古從容庵錄(6卷)
067007001##T2004 萬松老人評唱天童覺和尚頌古從容庵錄,(6卷),宋．正覺頌古　元．行秀評唱
067008##X1306 [橩-木]絕老人天奇直註天童覺和尚頌古,(2卷),明．本瑞直註　性福編集
067009##X1307 萬松老人評唱天童覺和尚拈古請益錄,(2卷),宋．正覺拈古　元．行秀評唱
067010##X1308 徑石滴乳集,(5卷),清．真在編　機雲重續
067011##X1309 正法眼藏,(3卷),宋．宗杲集並著語
067012##X1310 拈八方珠玉集,(3卷),宋．祖慶重編
067013##X1311=T2005 禪宗無門關(1卷)
067013001##T2005 禪宗無門關,(1卷),宋．慧開抄錄
067014##X1312 通玄百問,(1卷),元．圓通設問　行秀仰答
067015##X1313 青州百問,(1卷),元．一辯問　覺答
068##X68
068001##X1314 古尊宿語錄目錄,(1卷),日本．道忠編
068002##X1315 古尊宿語錄,(四十八卷),宋．賾藏主集
068003##X1316 古尊宿語要目錄,(1卷),日本．道忠編
068004##X1317 續古尊宿語要目錄,(2卷),日本．道忠編
068005##X1318 續古尊宿語要,(6卷),宋．師明集
068006##X1319 御選語錄,(十九卷),清．世宗皇帝御選
069##X69
069001##X1320 四家語錄,(6卷),唐．鶴徵書（序、引、跋）
069002##X1321 馬祖道一禪師廣錄（四家語錄卷一）,(1卷),
069003##X1322 百丈懷海禪師語錄（四家語錄卷二）,(1卷),
069004##X1323 百丈懷海禪師廣錄（四家語錄卷三）,(1卷),
069005##X1324=T2012A 黃檗禪師傳心法要(1卷)
069005001##T2012A 黃檗禪師傳心法要（四家語錄卷四）,(1卷),
069006##X1325=T2012B 黃檗禪師宛陵錄(1卷)
069006001##T2012B 黃檗禪師宛陵錄（四家語錄卷五）,(1卷),
069007##X1326 五家語錄,(5卷),明．圓信、郭凝之編集（序、圖）
069008##X1327=T1989 溈山靈祐禪師語錄(1卷)
069008001##T1989 溈山靈祐禪師語錄（五家語錄溈仰宗）,(1卷),明．圓信　郭凝之編集
069009##X1328=T1990 仰山慧寂禪師語錄(1卷)
069009001##T1990 仰山慧寂禪師語錄（五家語錄溈仰宗）,(1卷),明．圓信　郭凝之編集
069010##X1329=T1986B 洞山良价禪師語錄(1卷)
069010001##T1986B 洞山良价禪師語錄（五家語錄洞曹宗）,(1卷),明．圓信　郭凝之編集
069011##X1330=T1987B 曹山本寂禪師語錄(1卷)
069011001##T1987B 曹山本寂禪師語錄（五家語錄洞曹宗）,(1卷),明．圓信　郭凝之編集
069012##X1331=T1986A 洞山良价禪師語錄(1卷)
069012001##T1986A 洞山良价禪師語錄（即悟本禪師語錄）,(1卷),日本．慧印校訂
069013##X1332=T1987A 曹山本寂禪師語錄(1卷)
069013001##T1987A 曹山本寂禪師語錄（即元證禪師語錄）,(1卷),日本．慧印校訂
069014##X1333 雪峰義存禪師語錄（真覺禪師語錄）,(2卷),明．林弘衍編次
069015##X1334=T1991 大法眼文益禪師語錄(1卷)
069015001##T1991 大法眼文益禪師語錄（五家語錄法眼宗）,(1卷),明．圓信　郭凝之編集
069016##X1335 善慧大士語錄,(4卷),唐．樓[(匕/示)*頁]錄
069017##X1336 龐居士語錄,(3卷),唐．于[由*頁]編集
069018##X1337=T1992 汾陽善昭禪師語錄(3卷)
069018001##T1992 汾陽善昭禪師語錄（汾陽無德禪師語錄）,(3卷),(門人)楚圓集
069019##X1338 石霜楚圓禪師語錄,(1卷),(小師)慧南重編
069020##X1339 瑯琊慧覺禪師語錄,(1卷),(參學)元聚集
069021##X1340 黃龍四家錄,(4卷),宋．秀人錢密序
069022##X1341=T1993 黃龍慧南禪師語錄(1卷)
069022001##T1993 黃龍慧南禪師語錄（黃龍四家錄第一）,(1卷),
069023##X1342 雲菴克文禪師語錄（真淨禪師語錄）,(6卷),(嗣法)福深錄
069024##X1343 寶覺祖心禪師語錄（黃龍四家錄第二即晦堂心和尚語錄）,(1卷),(侍者)子和錄　(門人)仲介重編
069025##X1344 死心悟新禪師語錄（黃龍四家錄第三）,(1卷),
069026##X1345 超宗慧方禪師語錄（黃龍四家錄第四）,(1卷),
069027##X1346 雪峰慧空禪師語錄,(1卷),(嗣法)慧弼編
069028##X1347 長靈守卓禪師語錄,(一卷附室中垂語百問一卷),(嗣法)介諶編
069029##X1348 雪菴從瑾禪師頌古,(1卷),
069030##X1349=T1994B 楊岐方會禪師後錄(1卷)
069030001##T1994B 楊岐方會禪師後錄,(1卷),
069031##X1350 保寧仁勇禪師語錄,(1卷),(參學)道勝、(門人)圓淨錄
069032##X1351 白雲守端禪師語錄,(2卷),
069033##X1352 白雲守端禪師廣錄,(4卷),(參學)處凝智本、智華法演、(小師)海譚錄編集
069034##X1353 開福道寧禪師語錄,(2卷),(嗣法小師)善果集
069035##X1354 月林師觀禪師語錄,(1卷),(侍者)法寶法璿慶會法清有宗惟珪道果慧開德秀編
069036##X1355 無門慧開禪師語錄,(二卷或三卷),(侍者)普敬普通了心普禮法孜普巖普覺光祖一見錄
069037##X1356 普菴印肅禪師語錄（又云普菴至善弘善弘仁圓通智慧寂感妙應慈濟真覺昭貺慧慶護國宣教大德菩薩實錄）,(3卷),
069038##X1357 佛果克勤禪師心要（圜悟心要）,(4卷),(嗣法)子文編
069039##X1358 虎丘紹隆禪師語錄,(1卷),(參學)嗣端等編
069040##X1359 應菴曇華禪師語錄,(10卷),(嗣法)守詮等編
069041##X1360 瞎堂慧遠禪師廣錄,(4卷),(參學)齊己如本祖淳法慧編
069042##X1361 濟顛道濟禪師語錄,(一卷附湖隱方圓叟舍利銘),宋．沈孟柈敘述
069043##X1362 普覺宗杲禪師語錄（大慧普覺禪師語錄）,(2卷),(參學)法宏、道謙編
069044##X1363 西山亮禪師語錄,(1卷),(侍者)覺心、志清編
069045##X1364 率菴梵琮禪師語錄,(1卷),(小師)了見、(侍者)文郁本空編
069046##X1365 北[石*間]居簡禪師語錄,(1卷),(參學)大觀編
069047##X1366 物初大觀禪師語錄,(1卷),(門人)德溥等編校
069048##X1367 笑隱大訢禪師語錄,(4卷),(門人)延俊慧曇中孚崇裕等編
069049##X1368 偃溪廣聞禪師語錄（佛智禪師偃溪和尚語錄）,(2卷),(侍者)元清淨志普暉元偉光從道鑑、(門人)道隆惟實妙高編
069050##X1369 大川普濟禪師語錄,(1卷),(門人)元愷編
069051##X1370 淮海原肇禪師語錄,(1卷),(門人侍者)實仁宗文法奇守愿行佑了元善之淨證法從紹熏普璋文煥淨伏慧行文謙正因法恩德紀可能持志孫惟康宗和如止有智慧雲若舟編
069052##X1371 介石智朋禪師語錄,(1卷),(參學)正賢宗坦延輝、(侍者)智瑾志諶淨球編
069053##X1372 無文道燦禪師語錄,(1卷),(小師)惟康編
070##X70
070001##X1373=T1999 密菴咸傑禪師語錄(2卷)
070001001##T1999 密菴咸傑禪師語錄,(2卷),(參學小師)崇嶽了悟等編
070002##X1374 龍源介清禪師語錄,(一卷附龍源和尚塔銘),(侍者)士洵德高懷珠編
070003##X1375 曹源道生禪師語錄,(1卷),(侍者)道[冰-水+中]編
070004##X1376 痴絕道[冰-水+中]禪師語錄,(2卷),(嗣法)智沂悟開行彌、(門人)智圓元省[囗@元]樞等編
070005##X1377 松源崇嶽禪師語錄,(2卷),(參學)善開光睦普巖師肇道巖了能等錄
070006##X1378 無明慧性禪師語錄,(1卷),(侍者)妙儼圓澄妙全圓照法洪唯道編
070007##X1379 運菴普巖禪師語錄,(1卷),(侍者)元靖智能惟衍編
070008##X1380=T2000 虛堂智愚禪師語錄(10卷)
070008001##T2000 虛堂智愚禪師語錄,(10卷),(參學)妙源可宣無隱梵閱德溢惟俊法雲德惟似涇如阜似藻至源文衡惟价文愷以文無補法光道準禧會紹賢一淨嘉尚賢編
070009##X1381 破菴祖先禪師語錄,(1卷),(參學)圓照等編
070010##X1382 無準師範禪師語錄,(5卷),(侍者)宗會智折覺圓如海妙倫惟一了禪了心普明了南紹曇了覺師坦妙因至慧編
070011##X1383 無準和尚奏對語錄（即無準師範禪師語錄卷六）,(1卷),(侍者)了南了垠編
070012##X1384 絕岸可湘禪師語錄,(1卷),(嗣法)妙恩正從自永、(門人)守靜慈證宗永等編
070013##X1385 樵隱悟逸禪師語錄,(2卷),(侍者)正定編
070014##X1386 石田法薰禪師語錄,(4卷),(門人)了覺師坦等編
070015##X1387 劍關子益禪師語錄,(1卷),(侍者)善珙德修慧澄銳彰心寧慧恭編
070016##X1388 環溪惟一禪師語錄,(2卷),(參學)覺此編
070017##X1389 希叟紹曇禪師語錄,(1卷),(侍者)自惜了舜妙恩普和惠洇希革彌紹道信宗壽道亨編
070018##X1390 希叟紹曇禪師廣錄,(7卷),(侍者)法澄了舜普和希革惠洇彌紹道亨宗壽編
070019##X1391 西巖了慧禪師語錄,(2卷),(門人)修義景元宗、(侍者)清繼燖宗應編
070020##X1392 月[石*間]禪師語錄,(2卷),(嗣法)妙寅法嚴德圓、(侍者)覺靜永仁宗煥等編
070021##X1393 平石如砥禪師語錄,(1卷),(嗣法門人)文才子昶了因彌安元勗師楷文斌汝均處林雲岑等編
070022##X1394 斷橋妙倫禪師語錄,(2卷),(侍者)文寶善靖編
070023##X1395 方山文寶禪師語錄,(1卷),(嗣法)先[者*見]祖燈等錄、(法孫)機雲編
070024##X1396 無見先[者*見]禪師語錄,(2卷),(嗣法門人)智度等編
070025##X1397 雪巖祖欽禪師語錄,(4卷),(嗣法門人)昭如希陵等編
070026##X1398 海印昭如禪師語錄,(1卷),(門人)行純道彰從心集
070027##X1399 石屋清洪禪師語錄,(2卷),(參學門人)至柔等編
070028##X1400 高峰原妙禪師語錄,(上下二卷),(參學門人)編
070029##X1401 高峰原妙禪師禪要,(1卷),(侍者)持正錄、(參學)洪喬祖編
070030##X1402 天目明本禪師雜錄,(三卷附淨土詩一百八首、梅花詩百詠、一華五葉集跋),
070031##X1403 天如惟則禪師語錄,(九卷附師子林菩提正宗寺記),(小師)善遇編
071##X71
071001##X1404 兀菴普寧禪師語錄,(3卷),(侍者)淨韻清澤道昭景用禪了編
071002##X1405 石溪心月禪師語錄,(3卷),(侍者)住顯宗煥祖定宗茙光玉仁安應儼永珍祖森編
071003##X1406 石溪心月禪師雜錄,(1卷),
071004##X1407 虛舟普度禪師語錄,(1卷),(嗣法)淨伏、(門人)行佑德珍瓊林等編
071005##X1408 即休契了禪師拾遺集,(1卷),日本．及藏主集錄
071006##X1409 月江正印禪師語錄,(3卷),(門人)居簡妙心大機慧忠可橖祖安具德宗滿自然慧觀壽椿德粹思敬良圭景行本真紹宗文闡寶生文藻自成編
071007##X1410 曇芳守忠禪師語錄,(2卷),(嗣法)繼祖等編
071008##X1411 橫川行珙禪師語錄,(2卷),(門人)本光等編
071009##X1412 古林清茂禪師語錄,(5卷),(小師)元浩清欲應槐編
071010##X1413 古林清茂禪師拾遺偈頌,(2卷),日本．海壽編次
071011##X1414 了菴清欲禪師語錄,(九卷),(後學)一志．元皓．可興．文康．祖運．志道．祖杲．得度．文煥．克明．宗成．宗胤．起宗．汝現．元寶．慧朗．景毅．大圓．海壽．祖灊等編
071012##X1415 穆菴文康禪師語錄,(1卷),(嗣法參學)清逸智辯寶日等編
071013##X1416 恕中無慍禪師語錄,(6卷),(嗣法參學)宗黼．道瑄．宗[一/旦]．居頂．惟寂．宗寄．慧浩．清歲等編
071014##X1417 了堂惟一禪師語錄,(4卷),(門人)宗義有端思齊思靜妙淨無我文暐雲澹思謙普莊宗遠思廉文度文朗等編
071015##X1418 呆菴普莊禪師語錄,(8卷),(門人)慧啟智粵智勝德琇曇頓道哲等編
071016##X1419 元叟行端禪師語錄,(8卷),(門人)法林曇噩祖銘梵琦等編
071017##X1420 楚石梵琦禪師語錄,(20卷),(門人)祖光文玹曇紹祖灊景瓛良彥應訢明遠胤丘文晟正隆善成文斌中端正參等編
071018##X1421 愚菴智及禪師語錄,(10卷),(門人)觀通．溥震．正除．希顏．忻悟．寶盈．至寶．慧鏡．護位．道彝等編
071019##X1422 南石文琇禪師語錄,(4卷),(門人)宗謐妙門復初廷璨良玓等編
071020##X1423 投子義青禪師語錄,(2卷),(傳法)自覺重編
071021##X1424 投子義青禪師語錄,(1卷),(嗣法)道楷編
071022##X1425 丹霞子淳禪師語錄,(2卷),(嗣法小師)慶預校勘
071023##X1426 真歇清了禪師語錄（上卷劫外錄下卷拈古）,(2卷),(侍者)德初義初等編
072##X72
072001##X1427=T2001 天童正覺禪師廣錄(9卷)
072001001##T2001 天童正覺禪師廣錄(宋．范宗尹序),(九卷),(侍者)宗法宗榮法澄宗信法潤信悟行從普崇法為中翼曇像清萃法恭道京淨覺等編
072002##X1428 淨慈慧暉禪師語錄,(6卷),(弟子)明總(下語寄言)、了廣編
072003##X1429=T2002A 天童如淨禪師語錄(2卷)
072003001##T2002A 天童如淨禪師語錄,(2卷),(侍者)文素妙宗唯敬如玉智湖祖日義遠德霑清茂德祥編
072004##X1430=T2002B 天童如淨禪師續錄(1卷)
072004001##T2002B 天童如淨禪師續錄,(1卷),(法嗣)義遠編
072005##X1431 雲外雲岫禪師語錄,(1卷),(小師)士慘編
072006##X1432 無明慧經禪師語錄,(4卷),(嗣法)元賢重編
072007##X1433 晦臺元鏡禪師語錄,(一卷附道盛撰建昌廩山忠公傳),(嗣法)道盛集
072008##X1434 見如元謐禪師語錄,(1卷),(門人)道璞集
072009##X1435 無異元來禪師廣錄,(三十五卷),(法孫)弘瀚彙編、弘裕同集
072010##X1436 博山無異大禪語錄集要,(六卷今但收序及目錄),(首座)成正錄
072011##X1437 永覺元賢禪師廣錄,(三十卷),(嗣法)道霈重編
072012##X1438 為霖道霈禪師秉拂語錄,(2卷),(書記)太靖錄
072013##X1439 為霖道霈禪師餐香錄,(二卷又作八卷),(書記)太泉錄
072014##X1440 為霖道霈禪師還山錄,(4卷),(侍者)興燈心亮法雲性朗錄
072015##X1441 為霖禪師雲山法會錄,(一卷又作三卷),(弟子)謝大材、潘道靖、黃大廣同錄
072016##X1442 為霖禪師旅泊菴稿,(四卷附道霈集禪海十珍一卷),(弟子)太泉等純興燈心亮淨煥錄
072017##X1443 宗寶道獨禪師語錄,(6卷),(法孫)今釋重編
072018##X1444 湛然圓澄禪師語錄,(8卷),(門人)明凡錄　(吳興)丁元公、(山陰)祁駿隹編
073##X73
073001##X1445 玄沙師備禪師廣錄,(3卷),(參學)智嚴集
073002##X1446 玄沙師備禪師語錄,(3卷),明．林弘衍編次
073003##X1447 薦福承古禪師語錄,(一卷雲門宗法嗣未詳),(門人)文智編
073004##X1448 法昌倚遇禪師語錄,(1卷),(小師)宗密錄
073005##X1449 吳山淨端禪師語錄,(2卷),(法孫)師皎重編
073006##X1450 慧林宗本禪師別錄,(1卷),(嗣法)慧辯錄
073007##X1451 慈受懷深禪師廣錄,(4卷),(侍者)善清善隨宗先普紹編
073008##X1452 紫柏尊者全集,(三十卷),明．德清閱
073009##X1453 紫柏尊者別集,(四卷附錄一卷),明．錢謙益纂閱
073010##X1454 雲谷和尚語錄,(2卷),(參學)宗敬道傑惟能宗[山/乃]祖祿編
073011##X1455 聖箭堂述古,(1卷),清．道霈述
073012##X1456 憨山老人夢遊集,(55卷),(侍者)福善日錄　(門人)通炯編輯
073013##X1457 雲門麥浪懷禪師宗門設難,(1卷),明．許元釗錄
073014##X1458 宗門寶積錄,(九十三卷但收序與凡例耳),清．本[析/日]輯
074##X74
074001##X1459=T1978 讚阿彌陀佛偈(1卷)
074001001##T1978 讚阿彌陀佛偈,(1卷),魏．曇鸞作
074002##X1460=T1979 轉經行道願往生淨土法事讚(2卷)
074002001##T1979 轉經行道願往生淨土法事讚,(2卷),唐．善導集記
074003##X1461=T1980 往生禮讚偈(1卷)
074003001##T1980 往生禮讚偈,(1卷),唐．善導集記
074004##X1462=T1981 依觀經等明般舟三昧行道往生讚(1卷)
074004001##T1981 依觀經等明般舟三昧行道往生讚,(1卷),唐．善導撰
074005##X1463=T1983 淨土五會念佛略法事儀讚(2卷)
074005001##T1983 淨土五會念佛略法事儀讚,(2卷),唐．法照述
074006##X1464 三時繫念佛事,(1卷),宋．延壽述
074007##X1465 三時繫念儀範,(1卷),宋．延壽述
074008##X1466 無量壽佛讚註,(1卷),宋．元照撰　戒度注
074009##X1467 禮念彌陀道場懺法,(10卷),元．王子成集
074010##X1468 西歸行儀,(1卷),清．古崑錄輯
074011##X1469 華嚴經海印道場九會請佛儀,(1卷),
074012##X1470 華嚴經海印道場懺儀,(四十二卷),唐．一行慧覺依經錄　宋．普瑞補註　明．讀徹參閱　明．木增訂正　明．正止治定
074013##X1471 華嚴清涼國師禮讚文,(1卷),宋．智肱述
074014##X1472 華嚴普賢行願修證儀,(1卷),宋．淨源集
074015##X1473 華嚴普賢行願修證儀（西元一○六九年修訂本）,(1卷),宋．淨源集
074016##X1474 華嚴道場起止大略,(1卷),
074017##X1475 圓覺經道場修證儀,(十八卷),唐．宗密述
074018##X1476 圓覺經道場略本修證儀,(1卷),宋．淨源錄
074019##X1477 首楞嚴壇場修證儀,(1卷),宋．淨源編敘
074020##X1478 依楞嚴究竟事懺,(2卷),明．禪修述
074021##X1479 佛母孔雀尊經科式,(1卷),
074022##X1480 千手千眼大悲心咒行法,(1卷),宋．知禮始集　清．讀體重纂
074023##X1481 准提三昧行法,(1卷),明．受登集
074024##X1482 准提焚修悉地懺悔玄文,(1卷),清．夏道人集
074025##X1483 藥師三昧行法,(1卷),明．受登集
074026##X1484 慈悲藥師寶懺,(3卷),
074027##X1485 占察善惡業報經行法,(1卷),明．智旭集
074028##X1486 讚禮地藏菩薩懺願儀,(1卷),明．智旭述
074029##X1487 慈悲地藏菩薩懺法,(3卷),
074030##X1488 得遇龍華修證懺儀,(4卷),明．如惺撰
074031##X1489 吳中石佛相好懺儀,(1卷),明．傳燈集
074032##X1490 舍利懺法,(1卷),清．繼僧著
074033##X1491 禮舍利塔儀式,(1卷),清．弘贊編
074034##X1492 禮佛儀式,(1卷),清．弘贊編
074035##X1493 供諸天科儀,(1卷),清．弘贊集
074036##X1494 金剛經科儀,(1卷),清．建基錄
074037##X1495 慈悲道場水懺法隨聞錄,(3卷),清．智證錄
074038##X1496 慈悲道場水懺法科註,(3卷),清．西宗集註
074039##X1497 法界聖凡水陸勝會修齋儀軌,(6卷),宋．志磐謹撰　明．袾宏重訂
074040##X1498 法界聖凡水陸大齋普利道場性相通論,(九卷),清．咫觀述
074041##X1499 法界聖凡水陸大齋法輪寶懺,(10卷),清．咫觀記
074042##X1500 蘭盆獻供儀,(1卷),宋．元照重集
074043##X1501 釋迦如來降生禮讚文,(1卷),宋．仁岳撰
074044##X1502=T1947 釋迦如來涅槃禮讚文(1卷)
074044001##T1947 釋迦如來涅槃禮讚文,(1卷),宋．仁岳撰
074045##X1503=T1948 智者大師齋忌禮讚文(1卷)
074045001##T1948 智者大師齋忌禮讚文,(1卷),宋．遵式述
074046##X1504 南山祖師禮讚文,(1卷),宋．智圓述
074047##X1505 南山祖師禮讚文,(1卷),宋．仁岳述
074048##X1506 南山祖師禮讚文,(1卷),宋．允堪述
074049##X1507 大智律師禮讚文,(1卷),宋．則安述
075##X75
075001##X1508 釋迦如來成道記,(1卷),唐．王勃撰
075002##X1509 釋迦如來成道記註,(2卷),唐．道誠註
075003##X1510 釋迦如來行蹟頌,(2卷),元．無寄撰集
075004##X1511 釋迦如來應化錄,(6卷),明．寶成編集
075005##X1512 隆興編年通論,(三十卷),宋．祖琇撰
075006##X1513 釋門正統,(8卷),宋．宗鑑集
075007##X1514=T2035 佛祖統紀(55卷)
075007001##T2035 佛祖統紀,(55卷),宋．志磐撰
075008##X1515 續佛祖統紀,(2卷),宋．（佚名）撰
076##X76
076001##X1516 釋氏通鑑,(12卷),宋．本覺編集
076002##X1517 歷朝釋氏資鑑,(12卷),元．熙仲集
076003##X1518=T2036 佛祖歷代通載(36卷)
076003001##T2036 佛祖歷代通載,(36卷),元．念常集
076004##X1519=T2037 釋氏稽古略(4卷)
076004001##T2037 釋氏稽古略,(4卷),明．覺岸(編集再治)
076005##X1520=T2038 釋氏稽古略續集(3卷)
076005001##T2038 釋氏稽古略續集,(3卷),明．幻輪彙編
077##X77
077001##X1521 (古今圖書集成)釋教部彙考,(7卷),
077002##X1522 新修科分六學僧傳,(三十一卷),元．曇噩述
077003##X1523 名僧傳抄,(1卷),梁．寶唱撰
077004##X1524 補續高僧傳,(二十六卷),明．明河撰
077005##X1525=T2062 大明高僧傳(8卷)
077005001##T2062 大明高僧傳,(8卷),明．如惺撰
077006##X1526 武林西湖高僧事略,(1卷),宋．元敬、元復同述
077007##X1527 續武林西湖高僧事略,(1卷),明．袾宏輯
077008##X1528=T2073 華嚴經傳記(5卷)
077008001##T2073 華嚴經傳記,(5卷),唐．法藏集述
